date,abstract,lead.paragraph,snippet,section.name,subsection.name,news.desk,byline,headline.main,headline.print,headline.kicker,material,url,,,
10/4/2021,Here’s what you need to know at the end of the day.,(Want to get this newsletter in your inbox? Here’s the sign-up.) ,Here’s what you need to know at the end of the day.,Briefing,NA,NYTNow,By Lauren McCarthy,"Facebook, Nobel Prizes, Captain Kirk: Your Monday Evening Briefing",NA,NA,briefing,https://www.nytimes.com/2021/10/04/briefing/facebook-nobel-prizes-captain-kirk-your-monday-evening-briefing.html,,,
9/29/2021,Fewer workers mean fewer hot meals for students.,"Today, we’re looking at the ways labor shortages are affecting school lunch. And we offer an update on Dasani, who grew up homeless in New York City.",Fewer workers mean fewer hot meals for students.,U.S.,NA,National,By Amelia Nierenberg,Schools Struggle to Serve Lunch,NA,Education Briefing,News,https://www.nytimes.com/2021/09/29/us/schools-struggle-to-serve-lunch.html,,,
9/10/2021,Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers.,Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers.,Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers.,Briefing,NA,Briefing,NA,"The New York Times News Quiz, September 10, 2021",NA,NA,Interactive Feature,https://www.nytimes.com/interactive/2021/09/10/briefing/news-quiz-michael-k-williams-shang-chi-nfl.html,,,
9/17/2021,A reader asks for guidance on their achromatic wardrobe.,"In art, where black was the first pigment used, black is an achromatic color — one without a dominant hue but containing all hues in equal measure. Historically, that has led to it being considered, in the decorative arts and, to a certain extent, in fashion, a neutral, like white or beige — a tone used as a base against which other colors can be displayed.",A reader asks for guidance on their achromatic wardrobe.,Fashion & Style,NA,Styles,By Vanessa Friedman,Can I Still Dress All in Black?,NA,Ask Vanessa,News,https://www.nytimes.com/2021/09/17/fashion/can-i-still-dress-all-in-black.html,,,
9/5/2021,Thailand protests Covid-19 failures.,"Demonstrations against the government’s bungled response to the pandemic have become a daily event, and crackdowns are growing more aggressive.",Thailand protests Covid-19 failures.,Briefing,NA,NYTNow,By Amelia Nierenberg,Your Monday Briefing,NA,NA,briefing,https://www.nytimes.com/2021/09/05/briefing/your-monday-briefing.html,,,
12/5/2021,"At a Greek refugee camp, Francis lamented the hardening of hearts against asylum seekers, whose plight he called a “shipwreck of civilization.”","LESBOS, Greece — Pope Francis returned Sunday to a refugee camp on the Greek island of Lesbos, the site of one of the definitive moments of his papacy, seeking to elevate the plight of migrants — what he called a “shipwreck of civilization” — to the top level of global concerns, along with the pandemic and climate change.","At a Greek refugee camp, Francis lamented the hardening of hearts against asylum seekers, whose plight he called a “shipwreck of civilization.”",World,Europe,Foreign,By Jason Horowitz,A Pope’s Plea: Don’t Accept Death ‘on the Fringes’,"Pope, on Lesbos, Denounces An ‘Indifference That Kills’",NA,News,https://www.nytimes.com/2021/12/05/world/europe/pope-greece-migrants-lesbos.html,,,
12/3/2021,Biden’s plan to combat the Omicron variant.,President Biden laid out a pandemic strategy yesterday as the U.S. confronted the new Omicron variant and the potential of a winter surge in coronavirus cases. Travelers to the U.S. must have a negative Covid-19 test within a day of departure regardless of their vaccination status. The new testing rules are expected to take effect next week.,Biden’s plan to combat the Omicron variant.,Briefing,NA,NYTNow,By Natasha Frost,Your Friday Briefing,NA,NA,briefing,https://www.nytimes.com/2021/12/02/briefing/omicron-biden-france-immigration.html,,,
10/24/2021,Here’s what you need to know about the week’s top stories.,(Want to get this briefing by email? Here’s the sign-up.),Here’s what you need to know about the week’s top stories.,Briefing,NA,NYTNow,By Remy Tumin,"Booster Shots, Alec Baldwin, M.L.B. Playoffs: Your Weekend Briefing",NA,NA,briefing,https://www.nytimes.com/2021/10/24/briefing/booster-shots-alec-baldwin-mlb-playoffs.html,,,
9/9/2021,"Mayor Bill de Blasio is poised to  overhaul how students are admitted to the classes, which have become a stark symbol of segregation.", [Want to get New York Today by email? Here’s the sign-up.],"Mayor Bill de Blasio is poised to  overhaul how students are admitted to the classes, which have become a stark symbol of segregation.",New York,NA,Metro,By Troy Closson,The Potential Future of Gifted Programs in N.Y.C. Schools,NA,New York Today,briefing,https://www.nytimes.com/2021/09/09/nyregion/the-potential-future-of-gifted-programs-in-nyc-schools.html,,,
11/29/2021,California officials are watching for evidence of the new coronavirus variant and increasing testing at airports.,Chances are that headlines about a new and worrisome coronavirus variant interrupted the blissful haze of your holiday weekend.,California officials are watching for evidence of the new coronavirus variant and increasing testing at airports.,U.S.,NA,National,By Soumya Karlamangla,What to Know About Omicron,NA,California Today,briefing,https://www.nytimes.com/2021/11/29/us/omicron-variant-california.html,,,
9/28/2021,The race to form Germany’s next government.,"Despite earning the most votes in Germany’s election over the weekend, Olaf Scholz, the leader of the center-left Social Democrats, is not yet assured of becoming chancellor. Instead of two dominant parties competing to go into coalition with one partner, four midsize parties are jockeying for a place in government.",The race to form Germany’s next government.,Briefing,NA,NYTNow,By Natasha Frost,Your Tuesday Briefing,NA,NA,briefing,https://www.nytimes.com/2021/09/27/briefing/olaf-scholz-global-economy-taliban.html,,,
9/15/2021,Vaccine booster shots in the U.K.,"As his popularity wanes, this time after a broken promise not to raise taxes, Boris Johnson has announced a vaccine campaign to offer booster shots to people 50 and older, as well as first shots to three million children, ages 12 to 15 — all while reiterating his vow to avoid future lockdowns.",Vaccine booster shots in the U.K.,Briefing,NA,NYTNow,By Natasha Frost,Your Wednesday Briefing,NA,NA,briefing,https://www.nytimes.com/2021/09/14/briefing/coronavirus-britain-cnews-france.html,,,
10/21/2021,Plans to extract more fossil fuels.,"Fifteen countries, among them the U.S., Norway and Russia, plan to dramatically increase their production of oil, gas and coal in the decades ahead, potentially undermining pledges to curb emissions in line with the Paris accord, said a U.N.-backed report released Tuesday.",Plans to extract more fossil fuels.,Briefing,NA,NYTNow,By Natasha Frost,Your Thursday Briefing,NA,NA,briefing,https://www.nytimes.com/2021/10/20/briefing/climate-change-coronavirus-britain.html,,,
12/27/2021,"The National Defense Authorization Act passed Congress with bipartisan support, over the opposition of liberals pushing for more social spending.","President Biden signed a nearly $770 billion defense bill on Monday, $24 billion more than he had requested, a setback for antiwar liberals whose efforts to expand social spending have been blocked by Democratic moderates in the name of fiscal responsibility.","The National Defense Authorization Act passed Congress with bipartisan support, over the opposition of liberals pushing for more social spending.",U.S.,Politics,Washington,By Glenn Thrush,Biden Signs $770 Billion Defense Bill,"Biden Ratifies Defense Bill, In Blow to Antiwar Liberals",NA,News,https://www.nytimes.com/2021/12/27/us/politics/biden-defense-bill.html,,,
9/30/2021,"The House speaker reversed herself late in the day, after having repeatedly insisted the vote would come on Thursday. Supporters of the bill insisted it was only a temporary setback.","President Biden’s trillion-dollar bipartisan infrastructure plan suffered a significant setback late Thursday night when House Democratic leaders, short of support amid a liberal revolt, put off a planned vote on a crucial piece of their domestic agenda.","The House speaker reversed herself late in the day, after having repeatedly insisted the vote would come on Thursday. Supporters of the bill insisted it was only a temporary setback.",U.S.,Politics,Washington,By Emily Cochrane and Jonathan Weisman,Pelosi delays a vote on the bipartisan infrastructure bill amid a stalemate among Democrats.,NA,NA,News,https://www.nytimes.com/2021/09/30/us/politics/pelosi-infrastructure-congress.html,,,
12/25/2021,"In his Christmas message, Pope Francis called on world leaders to resolve persisting conflicts and prayed for people across the globe who are affected by the coronavirus.",ROME — Pope Francis used his annual Christmas message on Saturday to pray for the many whose lives have been upended by the pandemic and to urge the world’s leaders to engage in “patient dialogue” to end conflict and “encounter others and do things together” at a time when so many are forced to be apart.,"In his Christmas message, Pope Francis called on world leaders to resolve persisting conflicts and prayed for people across the globe who are affected by the coronavirus.",World,Europe,Foreign,By Gaia Pianigiani and Elisabetta Povoledo,"As Covid Disrupts a 2nd Christmas, Pope Prays for Healing and Peace","As Covid Disrupts 2nd Christmas, Pope Prays for Healing and Peace",NA,News,https://www.nytimes.com/2021/12/25/world/europe/pope-francis-christmas-message.html,,,
10/28/2021,"Most of the items were seized from storage space operated by Subhash Kapoor, a former Manhattan gallery owner facing illegal trafficking charges in both India and the United States.",Investigators in Manhattan returned 248 ancient icons valued at $15 million to India on Thursday and said they hoped to have the art dealer accused of looting most of them back in New York for trial by early next year.,"Most of the items were seized from storage space operated by Subhash Kapoor, a former Manhattan gallery owner facing illegal trafficking charges in both India and the United States.",Arts,Art & Design,Culture,By Tom Mashberg,Authorities Return 248 Looted Antiquities to India,Antiquities Go Back To India,NA,News,https://www.nytimes.com/2021/10/28/arts/design/authorities-return-248-looted-antiquities-to-india.html,,,
