doc.id,text,date,section.name,news.desk,byline,headline.main,headline.print,material,,,
2736,"President Biden will require two-thirds of American workers to get vaccinated against the coronavirus, including many private-sector employees, health care workers and federal contractors — as well as the vast majority of federal workers, who could face disciplinary measures if they refuse.",9/10/2021,Briefing,NYTNow,By Natasha Frost,Your Friday Briefing,NA,briefing,,,
2737,The great crises in U.S. history have often inspired the country to great accomplishments.,9/10/2021,Briefing,NYTNow,By David Leonhardt,A Missing Legacy,NA,briefing,,,
2738,Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers.,9/10/2021,Briefing,Briefing,NA,"The New York Times News Quiz, September 10, 2021",NA,Interactive Feature,,,
2739,(Want to get this newsletter in your inbox? Here’s the sign-up.) ,9/10/2021,Briefing,NYTNow,By Remy Tumin,"Sept. 11, Vaccines, the Met Opera: Your Friday Evening Briefing",NA,briefing,,,
2740,This summer I was on assignment with The New York Times Magazine. Here’s what I saw.,9/10/2021,Magazine,Magazine,By Kiana Hayeri,I Documented Afghanistan’s Post-9/11 Youth,NA,Interactive Feature,,,
2741,Follow our live coverage of the 20th anniversary of 9/11.,9/10/2021,New York,Metropolitan,By Sasha von Oldershausen,How Growing Up in New York After 9/11 Shaped These Muslim Leaders,Ripples From a Cataclysm: Muslims Find a Voice,News,,,
2742,Was it worth it?,9/10/2021,Opinion,OpEd,By Andrew Exum,The Afghan War Took an Awful Toll. I Would Still Serve Again.,I Served in the Wars. I’d Do It Again.,Op-Ed,,,
2743,"For weeks, the Taliban promised to unveil an “inclusive” government: one that would respect women’s rights, albeit within the confines of Shariah; represent different ethnicities; and bar terrorist groups from Afghanistan.",9/10/2021,Opinion,OpEd,By Toby Harnden,The Taliban Are Telling Us They Haven’t Changed at All,NA,Op-Ed,,,
2744,"The boy clings to the undercarriage of an evacuation plane leaving Kabul. He is a teenage athlete, a soccer player of some renown in Afghanistan, yet sees no future for himself in a homeland now ruled by the Taliban. His only hope is to leave. But as the American C-17 takes off, the boy falls to his death, a dot in the gray sky. The disturbing footage of his fall, which circulated online last month, echoed the iconic image of the “falling man,” who jumped or fell from the north tower of the World Trade Center on Sept. 11, 2001.",9/10/2021,Opinion,OpEd,By Laila Lalami,The Real Meaning of ‘Never Forget’,What We Forget on 9/11,Op-Ed,,,
2745,To the Editor:,9/10/2021,Opinion,Letters,NA,9/11 Reflections: ‘The Tears Still Come’,9/11 Reflections: ‘The Look of Horror’,Letter,,,
2746,"I recently drove by an anti-vaccine rally just outside Winston-Salem, N.C. It was not very populated. There were maybe a half-dozen people with signs and more onlookers than protesters. Drivers honked their car horns — whether in solidarity or disgust, I could not tell.",9/10/2021,Opinion,OpEd,By Tressie McMillan Cottom,The Limits of My Empathy for Covid Deniers,NA,Op-Ed,,,
2747,What happened at the Capitol on Jan. 6 was not a coup attempt. It was half of a coup attempt — the less important half.,9/10/2021,Opinion,OpEd,By Kevin D. Williamson,The Trump Coup Is Still Raging,The Trump Coup Is Still Raging,Op-Ed,,,
2748,"Twenty years later, a generation is taking stock of how one event shaped their lives.",9/10/2021,Opinion,Opinion,By Meher Ahmad,"To Be Young, American and Muslim After 9/11",NA,Interactive Feature,,,
2749,"The consequences of the attacks of Sept. 11, 2001, and the decades of war that followed can in some ways be quantified: nearly a million lives lost, 38 million people displaced as a result of conflict, an estimated $8 trillion in expenditures and 85 countries affected to varying degrees by American counterterrorism operations.",9/10/2021,Podcasts,Podcasts,By Lauren Jackson,The Overlooked Costs of Counterterrorism,NA,News,,,
2750,"Every Tuesday and Friday, Ezra Klein invites you into a conversation about something that matters, like today’s episode with Tyler Cowen. Listen wherever you get your podcasts.",9/10/2021,Podcasts,OpEd,NA,Transcript: Ezra Klein Interviews Tyler Cowen,NA,Op-Ed,,,
2751,Thick soot blanketed everything Bobby Valentine’s eyes could canvas when he visited ground zero in the early morning hours two days after Sept. 11.,9/10/2021,Sports,Sports,By Jonathan Abrams,"Sport’s Post-9/11 Patriotism Seen as Unifier, and ‘Manipulation’","On and Off the Field,  Post-9/11 Patriotism  Unified and Divided",News,,,
2752,"A day after the horrors of that crystalline blue Tuesday morning 20 years ago, I, like so many, carefully preserved a copy of The New York Times dated Sept. 12, 2001, with its screaming banner headline stretched across the top:",9/10/2021,Times Insider,Summary,By Ralph Blumenthal,A Time Capsule in Two Front Pages,A Time Capsule in Two Front Pages,News,,,
2753,"ARLINGTON, Va. — Nadima Sahar, a 36-year-old government official in Kabul, was resigned at first. She would stay, no matter how bad things got. She saw hope in the progress Afghanistan had made over the past two decades. Maybe, she thought, she could push for an inclusive government, with more women and ethnic minorities.",9/10/2021,U.S.,Washington,By Madeleine Ngo,‘We Truly Have Lost Everything’: A Journey Out of Kabul the Day It Fell,‘She Was Alone’: One Official’s Harrowing Escape From Kabul,News,,,
2754,"GUANTÁNAMO BAY, Cuba — A Marine Corps judge has ordered the medical staff at the wartime prison to submit an emergency report Friday on an Iraqi prisoner who, according to his lawyer, suddenly suffered paralysis and lost the ability to walk.",9/10/2021,U.S.,Washington,By Carol Rosenberg,Iraqi Detainee Reported Suffering Paralysis at Guantánamo,Detainee’s Reported Paralysis Prompts Guantánamo Judge To Order Emergency Report,News,,,
2755,"WASHINGTON — In their first conversation in seven months, President Biden spoke on Thursday with President Xi Jinping of China, expressing concern over China’s cyberactivities while arguing that the leaders of the world’s two largest economies could set aside their differences to work together on climate change.",9/10/2021,U.S.,Washington,By Zolan Kanno-Youngs and David E. Sanger,Biden Speaks With Xi Amid Low Point in U.S.-China Relations,NA,News,,,
2756,"FAIRFAX, Va. — Terry Orie, a 61-year-old real estate agent, has skipped vacations because of the pandemic. She has canceled plans with friends. She has bristled at the frustrations of communicating with clients when everybody is wearing masks.",9/10/2021,U.S.,Politics,By Reid J. Epstein and Lisa Lerer,"Biden’s Vaccine Push Aligns Him With a Fed-Up, Vaccinated Majority",Vaccine Push Aligns Biden  With a Frustrated Majority,News,,,
2757,"BRUSSELS — Pushing back against European complaints that the Biden Administration had failed to consult its allies over the withdrawal from Afghanistan, Jens Stoltenberg, NATO’s secretary-general, said those objections were exaggerated and that NATO had given unanimous approval for the withdrawal as far back as April.",9/10/2021,World,Foreign,By Steven Erlanger,"NATO Chief Backs Biden, Saying Europe Was Consulted on Afghanistan",Head of NATO: U.S. Allies Were Consulted on Pullout,News,,,
2758,"A week after a New York Times visual investigation, the U.S. military admitted to a tragic mistake in an Aug. 29 drone strike in Kabul that killed 10 civilians, including an aid worker and seven children.",9/10/2021,World,,"By Christoph Koettl, Evan Hill, Matthieu Aikins, Eric Schmitt, Ainara Tiefenthäler and Drew Jordan",How a U.S. Drone Strike Killed the Wrong Person,NA,Video,,,
2759,"KABUL, Afghanistan — It was the last known missile fired by the United States in its 20-year war in Afghanistan, and the military called it a “righteous strike” — a drone attack after hours of surveillance on Aug. 29 against a vehicle that American officials thought contained an ISIS bomb and posed an imminent threat to troops at Kabul’s airport.",9/10/2021,World,Foreign,"By Matthieu Aikins, Christoph Koettl, Evan Hill, Eric Schmitt, Ainara Tiefenthäler and Drew Jordan","Times Investigation: In U.S. Drone Strike, Evidence Suggests No ISIS Bomb",Evidence Disputes U.S. Claim of ISIS Bomb in Kabul Drone Strike,News,,,
2760,OTTAWA — Prime Minister Justin Trudeau’s decision to call an election two years ahead of schedule has not worked out as planned.,9/10/2021,World,Foreign,By Ian Austen,5 Takeaways From Canada’s Official Election Debates,Trudeau Absorbs Attacks In the Election Debates Among Five Candidates,News,,,
2761,Twelve teenagers born after 9/11 told us what they have learned about the event and its aftermath — and what has been left out.,9/10/2021,World,World,By Damien Cave and Yousur Al-Hlou,How Students in 12 Countries Are Taught About 9/11,How Teenagers Around the World Are Taught About 9/11,Interactive Feature,,,
2762,"NAIROBI, Kenya — American Green Berets were training local forces in the West African nation of Guinea last weekend when their charges peeled away for a mission not listed in any military training manual: They mounted a coup.",9/10/2021,World,Foreign,By Declan Walsh and Eric Schmitt,U.S. Forces Were Training the Guinean Soldiers Who Took Off to Stage a Coup,U.S. Forces Were Training Guinean Troops Who Took Off to Mount Coup,News,,,
2763,"SATURDAY PUZZLE — The last time we solved a Sid Sivakumar grid in The New York Times, it was a collaboration with Matthew Stock back in May, another challenging fanned-out construction. This kind of geometric pattern, combined with Saturday cluing, means that a solver has four isolated propellers to flail away at; the momentum I built in the southwest quadrant did nothing for me in the northwest, which was by far my weakest spot.",9/11/2021,Crosswords & Games,Games,By Caitlin Lovinger,Cause for Alarm?,NA,News,,,
2764,The loved ones gathered again in Lower Manhattan for moments of silence and the peals of the bells. They paid tribute to those they lost 20 years earlier and listened as Bruce Springsteen sang about memory and loss.,9/11/2021,New York,Metro,By Michael Gold and Katie Rogers,"At 9/11 Ceremonies, Moments of Silence, Tributes and Tears","At 9/11 Ceremonies, Remembering the Day We Will Never Forget",News,,,
2765,"WASHINGTON — I’m not one of those people who think women make naturally better leaders than men, more collegial and collaborative. I’ve covered enough women in the upper ranks, and worked for and with enough women, to know that it depends on the individual.",9/11/2021,Opinion,OpEd,By Maureen Dowd,"Manning Up, Letting Us Down","Manning Up, Letting Us Down",Op-Ed,,,
2766,"When I moved to Washington, D.C., in 2002 we all lived in 9/11’s shadow. We waited for bombs in the Metro, for more anthrax envelopes, for a sequel to the previous autumn’s terror. We watched planes headed for Reagan Airport fly low over the Potomac, always half-expecting them to veer.",9/11/2021,Opinion,OpEd,By Ross Douthat,What Comes After the 9/11 Era?,What Comes After the  9/11 Era?,Op-Ed,,,
2767,"WEST POINT, N.Y. — At 8:46 on Saturday morning, the unmistakable aroma of grilled sausages and just-cracked-open beer wafted through parking lot E above Michie Stadium, the quaint football field nestled on the banks of the Hudson River.",9/11/2021,Sports,Sports,By Billy Witz,"At Army Football Game, Sept. 11 Anniversary Lends Tone of Solemnity","At West Point, a Day That’s Impossible to Forget",News,,,
